N E X T F L O W  ~  version 21.04.0-edge
Launching `/workdir/B5-Workflow-Earth-Observation/EO-01/workflow-dsl2.nf` [eo-experiment-r7-n14-e3] - revision: 95e4f03f65
[ef/f9c402] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19981023_20170717_01_T1)
[39/799d20] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20000622_20171211_01_T1)
[4c/41fc6e] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20051002_20170112_01_T1)
[88/747e19] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20040321_20170121_01_T1)
[da/f2cf61] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19900307_20180210_01_T1)
[0c/80386f] Submitted process > preprocessing:preprocess (LT04_L1TP_182036_19880528_20170208_01_T1)
[8c/0a1037] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20010921_20170203_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[2d/eac19c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19941113_20180210_01_T1)
[51/922424] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19850613_20171212_01_T1)
[db/8aeb0b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010305_20180311_01_T1)
[1b/df242c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20000521_20180914_01_T1)
[9f/fbf506] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010609_20180311_01_T1)
[14/ca0f7f] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19880317_20180210_01_T1)
[c4/cb1e14] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19940606_20180210_01_T1)
[d6/1e6fb0] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20010617_20170204_01_T1)
[db/2f8419] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19880504_20171209_01_T1)
[dc/75623b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19871110_20170908_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[cc/b20de8] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910411_20171214_01_T1)
[89/ec6abe] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20010719_20170204_01_T1)
[ce/416629] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010828_20180501_01_T1)
[c1/371919] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19890320_20180210_01_T1)
[a7/8a2b23] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20020308_20180501_01_T1)
[f4/32c1c5] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960408_20180210_01_T1)
[e2/b4bf81] Submitted process > preprocessing:preprocess (LT04_L1TP_182036_19880325_20170209_01_T1)
[cb/026f83] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19860920_20180430_01_T1)
[55/5b2608] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970630_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[87/cd5034] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19870619_20170212_01_T1)
[b6/065af1] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20000902_20170210_01_T1)
[fe/8da0d4] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960814_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[86/144d71] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20000427_20170212_01_T1)
[47/81555f] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20050722_20180127_01_T1)
[b0/e82ad9] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19990620_20180210_01_T1)
[f2/45d567] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20030717_20161205_01_T1)
[45/108bb3] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970716_20180210_01_T1)
[c8/3c15d7] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19991111_20180210_01_T1)
[82/c2c478] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19900814_20170130_01_T1)
[c6/6061ef] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20040617_20180311_01_T1)
[55/94fbb7] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20010804_20170204_01_T1)
[e8/9f1357] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20000918_20170210_01_T1)
[40/496329] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19941028_20180210_01_T1)
[21/1c0e0b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980921_20171214_01_T1)
[2f/f7223b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19850528_20171212_01_T1)
[9e/023182] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970222_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[3c/c84113] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20050831_20170113_01_T1)
[a6/bb99b0] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20050228_20180128_01_T1)
[5c/13a7a7] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19871228_20180210_01_T1)
[0e/87b5d1] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19931025_20180210_01_T1)
[bd/6f8825] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20020807_20170128_01_T1)
[da/549d69] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19861209_20170215_01_T1)
[5d/2c7630] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19901017_20180613_01_T1)
[d7/a4c00a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20050706_20180126_01_T1)
[8f/fb2e7e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19890608_20171209_01_T1)
[9a/c49f65] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19931212_20180218_01_T1)
[4a/d5bfb3] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20050604_20180126_01_T1)
[be/8f8427] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20060223_20170111_01_T1)
[2a/7012cd] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20050425_20170115_01_T1)
[24/51f419] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20040703_20180311_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[d2/585e8a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19841117_20170219_01_T1)
[59/4b3719] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950727_20180210_01_T1)
[17/579ca8] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19890726_20180210_01_T1)
[40/534ff8] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20000630_20170211_01_T1)
[69/8b5066] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19951015_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[57/093ef5] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20060826_20180310_01_T1)
[7b/881c21] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19971207_20180302_01_T1)
[f6/406dd5] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19971223_20180210_01_T1)
[70/76cbdd] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_19991018_20170216_01_T1)
[9a/db7e3d] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20041116_20170117_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[02/891286] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950422_20180210_01_T1)
[7d/ec10de] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20040905_20180309_01_T1)
[18/535ca8] Submitted process > preprocessing:preprocess (LT04_L1TP_182036_19871001_20170211_01_T1)
[d0/0105f1] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19890912_20180210_01_T1)
[7c/2c5cc0] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20030130_20170126_01_T1)
[df/070884] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20040210_20180310_01_T1)
[cc/441a8e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19840509_20171214_01_T1)
[08/8cf85e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970105_20180210_01_T1)
[fd/87bbd3] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910121_20180210_01_T1)
[d6/b75a40] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19870806_20170211_01_T1)
[88/c4d5dd] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20010313_20170206_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[3e/54fc3c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930822_20180210_01_T1)
[30/4f9d47] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19871126_20180210_01_T1)
[b6/1bb48d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980703_20171214_01_T1)
[0e/cfb290] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19901017_20180210_01_T1)
[c7/78590d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910206_20180210_01_T1)
[e6/f79741] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960915_20180210_01_T1)
[fc/6befc5] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950116_20180210_01_T1)
[43/fbb00f] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20040711_20170120_01_T1)
[94/18cf85] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20011218_20180312_01_T1)
[ed/d9fff5] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20060615_20170109_01_T1)
[12/39b8ce] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19911105_20180302_01_T1)
[07/23cbd1] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20030303_20170126_01_T1)
[c7/b33fa4] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20030802_20161205_01_T1)
[12/86f537] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20000505_20171210_01_T1)
[fd/94a320] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20011007_20170203_01_T1)
[5d/99ec98] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19840829_20170220_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[f3/800d42] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19990127_20171215_01_T1)
[be/316ad4] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19920616_20170717_01_T1)
[63/997fc2] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19990722_20180210_01_T1)
[ef/e3c4c3] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20020722_20170130_01_T1)
[0c/0d525e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19900713_20180210_01_T1)
[1d/359fc1] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20060530_20170109_01_T1)
[28/eb5b64] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20000801_20170210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[56/4dd47e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20060506_20180311_01_T1)
[e2/3acba7] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20000130_20180621_01_T1)
[c5/1f6b7d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960611_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[09/c49490] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19911121_20171208_01_T1)
[5d/03bfcc] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960323_20180210_01_T1)
[c1/ef1c3c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960713_20180210_01_T1)
[81/cb21be] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970801_20180210_01_T1)
[ce/c9a029] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20060919_20170108_01_T1)
[1f/fe3d9d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19940724_20180210_01_T1)
[84/589f7f] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20001105_20170209_01_T1)
[ea/1bcac4] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20020220_20180502_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[29/1694e6] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010217_20180311_01_T1)
[08/7f4fc9] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20050220_20170116_01_T1)
[d2/2ed94f] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950913_20180210_01_T1)
[40/4f7e7e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19991010_20180210_01_T1)
[a8/612f4a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980905_20180727_01_T1)
[3a/6a50b5] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20011015_20170908_01_T1)
[5b/e3fb61] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910918_20180210_01_T1)
[58/274fc1] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20050212_20180129_01_T1)
[b4/542e26] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19850120_20171213_01_T1)
[53/2636cc] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20020519_20170130_01_T1)
[e7/ce4c49] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010625_20180929_01_T1)
[e6/def8f4] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960830_20180210_01_T1)
[a9/244377] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010727_20161210_01_T1)
[8d/7cdcc1] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930331_20180210_01_T1)
[c4/3ce680] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19870416_20170213_01_T1)
[d6/0f3d67] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910105_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[58/5b419e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19920803_20170907_01_T1)
[8c/7eab3e] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20050730_20170113_01_T1)
[54/b22a40] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20020324_20180430_01_T1)
[87/a4490b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19990228_20180210_01_T1)
[f9/e80030] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19871009_20170210_01_T1)
[df/6452d9] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20040601_20180310_01_T1)
[30/21904e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19931228_20180210_01_T1)
[60/b9beb9] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19860803_20170217_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[b9/3fa509] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19890304_20180302_01_T1)
[a4/82bd93] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20060903_20170107_01_T1)
[26/5edf77] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19920718_20180218_01_T1)
[94/795e9a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20050823_20180127_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
